Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
136	189.0	19.585709	200.0	138.0	189.0	50.05488	20.347607	78.45454	-0.6761801	274000	-0.020184498	436.59622	0.0	-289.92725	0.5973698	2.1010638e-09	198.22249484062195
137	183.7	26.66852	200.0	130.0	183.7	55.487095	18.674707	78.92445	6.1715493	276000	-0.010724202	230.33398	0.0	-99.92137	0.59061736	4.6193602e-10	199.6307771205902
138	175.54546	45.971066	200.0	43.0	175.54546	56.6788	21.347124	79.98913	2.461238	278000	-0.016094562	150.05583	0.0	-48.451187	0.5951598	2.5331975e-10	201.04692721366882
139	165.54546	41.21422	200.0	70.0	165.54546	50.228947	23.671648	80.52293	-0.4447794	280000	-0.03437385	213.43126	0.0	-113.314835	0.5902966	-1.3113023e-09	202.46631264686584
140	166.33333	35.110146	200.0	108.0	166.33333	57.01985	17.100794	78.738014	7.3241415	282000	-0.03017533	185.28905	0.0	-98.32645	0.5857688	-2.8312208e-10	203.95996832847595
141	151.16667	47.631977	200.0	26.0	151.16667	57.852844	20.20017	79.82187	7.419875	284000	-0.04434592	224.08165	0.0	-108.212585	0.57957757	6.4074995e-10	205.4485490322113
142	188.2	24.534874	200.0	126.0	188.2	46.942272	21.52464	77.451126	6.678405	286000	-0.013450349	278.5334	0.0	-160.13559	0.5951453	1.192093e-10	206.93525457382202
143	190.2	12.576168	200.0	167.0	190.2	58.471424	20.054163	81.6832	7.4541183	288000	-0.021612674	199.1612	0.0	-62.993225	0.59144354	1.4603139e-09	208.42358994483948
144	165.25	40.1396	200.0	82.0	165.25	57.78871	21.417221	80.55263	-1.7063817	290000	-0.02042913	298.86273	0.0	-126.45595	0.58876294	1.7881394e-10	209.91725420951843
145	158.5	58.31595	200.0	43.0	158.5	53.72089	19.194235	78.04026	0.9077276	292000	-0.031551898	256.77954	0.0	-92.43771	0.5868383	-9.536744e-10	211.4069426059723
146	188.1	23.86818	200.0	130.0	188.1	54.787613	19.35545	78.52824	9.475598	294000	-0.027475659	217.48022	0.0	-73.32065	0.5915136	-2.1904707e-09	212.89479422569275
147	177.09091	29.021791	200.0	95.0	177.09091	48.482277	19.487518	78.13996	7.2882075	296000	-0.038500186	276.96875	0.0	-143.18797	0.5860967	1.6242266e-09	214.37972211837769
148	174.72728	48.034252	200.0	42.0	174.72728	58.8807	18.858046	82.73516	6.55176	298000	-0.021766203	282.9692	0.0	-100.73514	0.5848267	-4.0233136e-10	215.87121033668518
149	191.7	16.601507	200.0	158.0	191.7	51.743954	21.626707	82.11354	3.562542	300000	-0.024126265	234.97893	0.0	-132.90874	0.5876053	-7.897616e-10	217.3591022491455
150	175.18182	28.158054	200.0	120.0	175.18182	57.245888	22.03828	83.5458	0.64034355	302000	-0.015904622	297.88022	0.0	-126.46983	0.5871013	8.642674e-10	218.85527515411377
151	177.09091	39.299442	200.0	73.0	177.09091	53.98313	20.047997	81.91419	5.413725	304000	-0.008450635	203.84808	0.0	-97.28891	0.58351856	-2.6822092e-10	220.3439862728119
152	181.4	29.830185	200.0	99.0	181.4	53.315178	19.764006	79.92736	6.513973	306000	-0.023023726	334.12952	0.0	-159.10042	0.5861474	5.2154064e-10	221.83735346794128
153	168.90909	44.43065	200.0	58.0	168.90909	55.456665	17.195389	80.1525	-3.885119	308000	-0.015445618	200.50041	0.0	-77.08949	0.58399236	3.2484533e-09	223.32483553886414
154	175.72728	36.113686	200.0	79.0	175.72728	57.16808	19.312311	81.55558	-3.3322406	310000	-0.03386841	292.24402	0.0	-144.04666	0.5855599	-4.0233136e-10	224.83477687835693
155	180.63637	36.449898	200.0	87.0	180.63637	49.82906	21.468771	79.39833	-2.1173	312000	-0.030563112	271.46954	0.0	-153.85483	0.58041006	-1.4603139e-09	226.32209992408752
156	175.27272	38.59131	200.0	77.0	175.27272	58.271774	21.884848	81.23377	-2.2519214	314000	-0.031081544	325.24884	0.0	-119.49483	0.57963336	-2.115965e-09	227.80919933319092
157	192.5	11.280514	200.0	168.0	192.5	50.569168	18.004637	77.577866	1.5041308	316000	-0.029789384	203.50694	0.0	-120.57866	0.578096	1.4901161e-09	229.29835987091064
158	166.63637	34.43907	200.0	106.0	166.63637	50.185246	24.230583	82.683876	1.4127073	318000	-0.032805108	205.03192	0.0	-97.97352	0.57817054	5.960465e-11	230.79285216331482
159	187.4	26.321854	200.0	116.0	187.4	58.973537	16.59858	80.63968	14.043966	320000	-0.007926856	260.1245	0.0	-113.667206	0.5812128	-1.5795232e-09	232.28133845329285
160	193.8	13.181805	200.0	159.0	193.8	57.656693	19.217459	82.968506	5.9410076	322000	-0.0152326785	217.2561	0.0	-111.76967	0.5840726	7.4505807e-10	233.77713322639465
161	165.25	47.662224	200.0	44.0	165.25	55.538788	20.133654	80.99756	7.476163	324000	-0.03715657	271.51968	0.0	-102.09454	0.57695526	-6.5565114e-10	235.26923751831055
162	193.8	12.319091	200.0	163.0	193.8	55.81543	20.320702	81.60852	2.5479107	326000	-0.015324651	266.2624	0.0	-95.08844	0.58272475	-2.026558e-09	236.7634744644165
163	182.9	34.520863	200.0	104.0	182.9	55.528656	17.517471	77.484566	13.30112	328000	-0.016246552	238.4528	0.0	-133.35422	0.5749212	1.654029e-09	238.2549593448639
164	172.27272	40.310368	200.0	97.0	172.27272	55.090595	24.386593	83.74378	2.3845153	330000	-0.006779138	404.28354	0.0	-197.3739	0.5807381	1.1622906e-09	239.74639773368835
165	167.36363	52.188942	200.0	52.0	167.36363	51.639343	18.75421	77.59052	2.5726657	332000	-0.03687269	241.82379	0.0	-119.59392	0.57913977	-4.4703484e-11	241.23629188537598
166	200.0	0.0	200.0	200.0	200.0	55.6221	19.21617	80.71443	3.8265183	334000	-0.02550879	228.18182	0.0	-148.01465	0.5805693	1.6689301e-09	242.64898443222046
167	183.3	37.47279	200.0	75.0	183.3	59.303837	19.849236	84.20457	7.370608	336000	-0.025794828	291.29178	0.0	-134.00377	0.5781206	1.7136336e-09	244.06391763687134
168	198.8	3.6	200.0	188.0	198.8	55.118412	19.41456	78.18084	7.765339	338000	-0.022322744	248.17577	0.0	-105.12491	0.5825377	1.7881394e-10	245.48009204864502
169	190.0	28.691462	200.0	104.0	190.0	56.253105	20.71378	80.212585	4.5772943	340000	-0.026724964	342.6229	0.0	-107.28223	0.5791459	-5.960465e-11	246.89468431472778
170	181.27272	25.824903	200.0	133.0	181.27272	50.381226	20.592138	81.02169	4.8919153	342000	-0.016236912	260.26718	0.0	-161.39932	0.57937676	-4.321337e-10	248.31263709068298
171	190.5	19.011839	200.0	151.0	190.5	58.0419	18.472574	82.42174	6.549264	344000	-0.012453082	320.83038	0.0	-159.01042	0.5795508	-9.983778e-10	249.72547888755798
172	181.45454	27.59237	200.0	112.0	181.45454	52.470367	19.77552	82.01729	10.561506	346000	-0.013813986	364.25784	0.0	-165.41724	0.57444483	-9.387732e-10	251.13902807235718
173	188.3	23.983536	200.0	123.0	188.3	54.876907	16.661165	81.45583	6.17476	348000	-0.0150153395	217.1116	0.0	-123.97085	0.5800546	-2.5331975e-10	252.55115675926208
174	177.18182	33.876293	200.0	116.0	177.18182	58.096092	20.089066	83.32411	5.5815735	350000	-0.02911331	249.9881	0.0	-83.940994	0.56794095	-1.2069941e-09	253.96637630462646
175	180.54546	36.8914	200.0	78.0	180.54546	52.959846	20.2151	79.936714	4.760265	352000	-0.011061799	167.82793	0.0	-86.174	0.57536304	-2.5331975e-10	255.37788581848145
176	197.8	4.1665335	200.0	187.0	197.8	57.618664	19.211231	82.48807	5.879676	354000	-0.024778344	188.15213	0.0	-74.31108	0.58092326	-5.960465e-10	256.78933119773865
177	180.81818	30.638117	200.0	98.0	180.81818	55.7156	22.028484	84.24431	-0.1577661	356000	-0.031717096	184.86382	0.0	-85.381874	0.56835353	-1.0281802e-09	258.22656536102295
178	161.5	44.338657	200.0	54.0	161.5	55.496883	21.84975	82.27815	3.7855563	358000	-0.04631472	275.93134	0.0	-101.47104	0.56347275	-5.066395e-10	259.64246463775635
179	181.81818	30.915775	200.0	110.0	181.81818	51.80636	19.174349	76.60407	0.26087463	360000	-0.029127162	302.85165	0.0	-127.09235	0.5718278	-2.0861626e-10	261.0514690876007
180	172.54546	31.775816	200.0	122.0	172.54546	52.231	19.562332	80.13399	2.2673392	362000	-0.034558754	183.29495	0.0	-98.935555	0.5691139	1.2516976e-09	262.46497774124146
181	194.3	9.716481	200.0	170.0	194.3	55.00219	22.509611	80.786064	2.1481066	364000	-0.024700189	199.42387	0.0	-66.52615	0.56730324	9.834766e-10	263.8815121650696
182	191.6	15.774663	200.0	152.0	191.6	57.206066	18.264557	80.39587	5.058423	366000	-0.009469571	158.52663	0.0	-78.71634	0.5720805	-3.5762787e-10	265.2952561378479
183	183.4	33.962334	200.0	101.0	183.4	59.104843	21.602491	83.41463	4.0656395	368000	-0.0028127262	301.111	0.0	-160.4851	0.572308	-7.748604e-10	266.7066249847412
184	170.81818	31.642372	200.0	117.0	170.81818	52.401264	21.369526	82.17927	2.553568	370000	-0.011236695	258.2941	0.0	-130.5769	0.5696143	-1.7881394e-09	268.11719512939453
185	194.3	17.1	200.0	143.0	194.3	57.591225	19.262264	81.362144	7.4482617	372000	-0.024081025	184.52043	0.0	-72.54669	0.5686687	5.2154064e-10	269.52959299087524
186	185.6	19.845402	200.0	135.0	185.6	56.535988	20.047361	82.32477	-4.8735003	374000	-0.008376813	320.5224	0.0	-204.01813	0.5645	-1.3560058e-09	270.94504857063293
187	190.8	27.268297	200.0	109.0	190.8	52.246677	22.057663	82.42469	2.1723104	376000	-0.011184147	242.62431	0.0	-133.31305	0.56230915	-1.3560058e-09	272.35580611228943
188	193.7	15.466415	200.0	148.0	193.7	60.873306	19.838814	83.23556	-0.33351552	378000	0.00012067223	380.8803	0.0	-160.83371	0.5650552	7.3015693e-10	273.77056336402893
189	188.2	17.371239	200.0	151.0	188.2	52.711235	19.558935	80.15031	6.2857113	380000	-0.0084601445	179.60378	0.0	-104.27556	0.57430404	2.1904707e-09	275.18408489227295
190	177.63637	31.568895	200.0	114.0	177.63637	58.546112	21.361134	83.82265	4.726693	382000	-0.011737864	208.24869	0.0	-117.67911	0.5635961	-3.2782557e-10	276.5984151363373
191	185.4	30.539156	200.0	107.0	185.4	60.58819	17.467024	81.77472	9.047134	384000	-0.016954087	335.9021	0.0	-146.97682	0.5675736	1.6838313e-09	278.0115942955017
192	182.7	34.368736	200.0	105.0	182.7	51.612785	19.354593	79.83835	10.951821	386000	-0.01993747	295.6136	0.0	-79.757935	0.5569912	1.2964011e-09	279.42449975013733
193	189.1	24.398567	200.0	121.0	189.1	58.78623	15.765785	81.129074	21.069605	388000	-0.0050416556	228.41739	0.0	-120.53297	0.56397915	-3.874302e-10	280.8349709510803
194	180.9	31.216824	200.0	116.0	180.9	52.74404	21.284065	81.740746	10.359654	390000	-0.013023812	249.81216	0.0	-94.96863	0.56619364	2.4735929e-09	282.2458872795105
195	184.2	25.650732	200.0	126.0	184.2	60.358757	16.746845	84.49691	13.345701	392000	-0.0017498094	303.51993	0.0	-153.25449	0.55921507	1.2814999e-09	283.6594970226288
196	194.3	11.135978	200.0	166.0	194.3	55.724163	17.971462	82.68212	11.051636	394000	-0.0127197215	187.20714	0.0	-95.035355	0.56462723	-4.917383e-10	285.0747129917145
197	189.7	30.899998	200.0	97.0	189.7	60.337547	19.705578	84.53864	10.046447	396000	-0.006813019	417.39096	0.0	-166.79176	0.56365246	-1.937151e-10	286.4824697971344
198	181.27272	32.83316	200.0	104.0	181.27272	53.84237	19.062864	80.31791	1.3771398	398000	-0.013494767	250.24083	0.0	-94.734634	0.5611282	-2.3543836e-09	287.8979971408844
199	192.0	23.34095	200.0	122.0	192.0	48.194134	22.541515	81.25115	-3.0678415	400000	-0.010137438	247.50352	0.0	-168.50343	0.5732593	1.3411046e-09	289.31231570243835
200	172.90909	34.7601	200.0	106.0	172.90909	64.98205	17.87384	84.67644	15.005261	402000	-0.010806775	380.71396	0.0	-202.75189	0.55556166	1.6391278e-09	290.72878670692444
201	191.0	27.0	200.0	110.0	191.0	53.551373	16.341833	79.59475	12.833165	404000	-0.020014424	313.34476	0.0	-124.019485	0.55657494	-5.960465e-10	292.13836145401
202	190.1	22.849289	200.0	125.0	190.1	56.00726	19.765615	82.07294	5.6875067	406000	-0.005725833	292.81406	0.0	-119.613144	0.56317943	1.9669533e-09	293.55137634277344
203	199.3	2.1	200.0	193.0	199.3	55.115337	19.668974	81.900276	1.2005607	408000	-0.019120296	295.94052	0.0	-94.812256	0.563949	2.3245812e-09	294.96346044540405
204	184.1	26.466772	200.0	120.0	184.1	56.757187	18.149345	79.29209	6.578764	410000	-0.011747518	179.5137	0.0	-131.05109	0.56082654	-1.8179418e-09	296.37484550476074
205	189.1	21.801146	200.0	145.0	189.1	55.345818	19.121271	80.82988	7.2556424	412000	-0.0016463337	269.0264	0.0	-110.00365	0.5619607	2.9802324e-11	297.7887818813324
206	189.6	25.247574	200.0	116.0	189.6	53.310772	20.189722	82.347015	7.8284826	414000	-0.016180843	229.34276	0.0	-92.36188	0.5611482	-2.488494e-09	299.2012183666229
207	178.27272	24.007917	200.0	146.0	178.27272	50.49996	23.15057	82.23136	1.4648737	416000	-0.010965863	152.55724	0.0	-84.28317	0.5681051	1.5199185e-09	300.61382031440735
208	190.9	12.83316	200.0	168.0	190.9	57.621914	20.522388	80.84766	1.0935258	418000	-0.008084399	182.57738	0.0	-74.923355	0.5686515	2.0712616e-09	302.02609395980835
209	185.9	13.938795	200.0	158.0	185.9	61.242313	20.940552	83.55561	5.0076137	420000	-0.018662486	185.8027	0.0	-116.00737	0.5624262	1.1771918e-09	303.44189405441284
210	191.4	17.771889	200.0	147.0	191.4	55.195312	17.831093	79.143654	9.544248	422000	-0.015532486	158.83151	0.0	-83.63654	0.5613235	2.384186e-10	304.8604667186737
211	180.54546	32.720203	200.0	96.0	180.54546	54.28682	22.909998	80.247536	-7.411784	424000	-0.018464513	278.8247	0.0	-171.79654	0.556833	-9.834766e-10	306.271977186203
212	181.0	27.781616	200.0	124.0	181.0	54.826977	21.259945	79.61728	2.2327473	426000	0.0020340579	234.63351	0.0	-117.665665	0.5676444	-8.940697e-11	307.684041261673
213	185.2	24.44913	200.0	134.0	185.2	53.96645	18.214985	80.30013	3.6559467	428000	-0.007476359	179.5595	0.0	-113.19176	0.5614795	-1.0281802e-09	309.1018097400665
214	164.33333	46.776657	200.0	58.0	164.33333	52.047947	25.116934	82.254074	-1.107176	430000	-0.021837266	295.53458	0.0	-113.65065	0.56688726	7.4505807e-10	310.5157606601715
215	165.18182	51.682274	200.0	42.0	165.18182	54.360897	18.280716	74.61266	3.5142033	432000	-0.02602321	225.9706	0.0	-63.476654	0.55942905	-5.2154064e-10	311.92853474617004
216	186.9	21.741436	200.0	137.0	186.9	55.035267	20.561466	79.364586	-0.48964715	434000	-0.014778346	158.71594	0.0	-81.066505	0.56442213	1.6391279e-10	313.34258556365967
217	196.5	10.5	200.0	165.0	196.5	57.693447	20.51183	81.5543	9.473991	436000	-0.012415565	255.57686	0.0	-134.06282	0.56053567	-9.089709e-10	314.75614762306213
218	197.9	5.374942	200.0	182.0	197.9	57.575504	20.013298	81.21772	5.062088	438000	-0.003803345	235.2651	0.0	-94.78981	0.56453437	2.3692848e-09	316.168208360672
219	195.9	12.3	200.0	159.0	195.9	62.78221	17.913368	81.8027	11.38404	440000	-0.008772598	373.3194	0.0	-92.75189	0.56091154	-1.0430813e-10	317.5876805782318
220	179.27272	33.45578	200.0	94.0	179.27272	52.99611	16.540909	77.10701	4.967142	442000	-0.02408967	258.38812	0.0	-112.5639	0.55497366	3.874302e-10	319.02668476104736
221	196.7	5.916925	200.0	185.0	196.7	52.629814	19.595497	79.107445	7.4620047	444000	-0.013416199	134.28993	0.0	-67.60923	0.5530829	2.1904707e-09	320.46454405784607
222	199.4	1.8000001	200.0	194.0	199.4	59.367783	20.720745	82.022484	7.7949896	446000	-0.012342786	284.00076	0.0	-158.61961	0.55817693	-1.4603139e-09	321.892853975296
223	174.81818	34.334766	200.0	91.0	174.81818	54.051884	20.743536	82.53049	8.006372	448000	-0.029032249	265.14337	0.0	-110.74916	0.5554289	3.4570695e-09	323.3167703151703
224	200.0	0.0	200.0	200.0	200.0	57.108555	19.837591	84.91409	12.45888	450000	-0.0071062283	295.9861	0.0	-91.253296	0.55976784	-7.897616e-10	324.7507917881012
225	179.54546	41.017433	200.0	73.0	179.54546	60.553368	18.01411	81.53249	7.042998	452000	-0.034445673	253.43956	0.0	-133.2735	0.55122626	6.705523e-10	326.2787263393402
226	200.0	0.0	200.0	200.0	200.0	54.207165	19.786129	80.18085	12.02676	454000	-0.013083868	366.9745	0.0	-154.11441	0.55579156	-3.2782557e-10	327.7303624153137
227	195.0	15.0	200.0	150.0	195.0	49.043392	21.70122	81.044754	-0.80563426	456000	-0.006864938	391.8505	0.0	-233.56628	0.5580285	-4.4703484e-11	329.1832528114319
228	196.1	11.7	200.0	161.0	196.1	59.01157	17.901827	83.087105	11.94505	458000	-0.0047640135	243.15794	0.0	-109.710434	0.56055987	-9.536744e-10	330.6178832054138
229	194.1	17.699999	200.0	141.0	194.1	62.701984	17.822014	86.348755	5.656146	460000	-0.004477549	299.498	0.0	-169.09679	0.5566033	2.0861626e-10	332.0361976623535
230	194.0	18.0	200.0	140.0	194.0	55.477966	19.625399	83.06063	15.478499	462000	-0.013989284	191.91429	0.0	-87.12446	0.5574049	1.2814999e-09	333.458459854126
231	186.3	23.315445	200.0	122.0	186.3	56.286575	21.913363	83.188805	7.336602	464000	-0.00942762	191.11581	0.0	-83.92156	0.55525184	-7.4505807e-10	334.8737440109253
232	194.5	12.547908	200.0	159.0	194.5	55.639557	19.689186	83.88129	11.467312	466000	-0.0061126407	209.21794	0.0	-82.37367	0.55877334	1.1473895e-09	336.28565740585327
233	194.8	15.6	200.0	148.0	194.8	57.453037	21.208168	83.56369	10.618149	468000	-0.010549181	142.65578	0.0	-57.55632	0.56144434	2.8163196e-09	337.85516023635864
234	190.5	17.419817	200.0	144.0	190.5	53.388054	22.005972	85.11325	5.1845493	470000	-0.013999598	286.87802	0.0	-148.09164	0.5542974	4.6193602e-10	339.47182726860046
235	197.3	8.1	200.0	173.0	197.3	54.80211	20.332216	81.66935	12.080962	472000	-0.012469166	170.05054	0.0	-87.42725	0.55659693	-2.5182965e-09	341.043493270874
236	194.8	15.6	200.0	148.0	194.8	59.025646	19.068325	84.03324	9.863141	474000	0.0036884958	182.86852	0.0	-68.16359	0.5620222	7.5995926e-10	342.6086070537567
237	195.9	11.648605	200.0	161.0	195.9	63.682987	19.236183	86.025475	5.8314667	476000	-0.011604268	279.14206	0.0	-138.18073	0.5618448	1.3411046e-10	344.14830112457275
238	187.0	26.14192	200.0	118.0	187.0	53.994106	21.632856	81.348015	9.365405	478000	-0.0064312527	318.16745	0.0	-170.75433	0.5514281	4.1723253e-10	345.574102640152
239	198.2	5.4	200.0	182.0	198.2	52.402718	21.418331	81.429115	11.008024	480000	0.0015331574	177.10004	0.0	-63.831596	0.5501195	2.0414592e-09	346.99139404296875
240	173.54546	46.63858	200.0	56.0	173.54546	58.584328	20.354319	84.55728	6.1771517	482000	-0.0057507725	302.1512	0.0	-134.94753	0.5558652	4.768372e-10	348.4176115989685
241	200.0	0.0	200.0	200.0	200.0	57.357327	18.388721	83.32689	15.913793	484000	-0.01022552	224.84839	0.0	-122.98276	0.553621	-1.2218953e-09	349.83211612701416
242	199.6	1.1999999	200.0	196.0	199.6	60.095413	21.077158	84.58538	11.291284	486000	-0.012966023	223.39694	0.0	-85.54112	0.5603966	-3.4421683e-09	351.24750447273254
243	190.2	15.992497	200.0	154.0	190.2	55.166477	20.296404	81.56776	6.269035	488000	-0.02424853	218.2493	0.0	-84.77382	0.5530886	-2.384186e-09	352.663943529129
244	184.0	27.89982	200.0	118.0	184.0	56.668705	18.757328	82.58358	13.589099	490000	0.00033937456	274.6479	0.0	-92.89244	0.54576427	-3.4272671e-09	354.0914571285248
245	185.3	29.40085	200.0	126.0	185.3	56.954514	18.631496	83.93621	9.398307	492000	-0.016281065	199.06146	0.0	-101.06342	0.5472564	-9.089709e-10	355.566853761673
246	192.1	15.129111	200.0	156.0	192.1	54.816296	20.368013	82.07533	4.0414467	494000	-0.0029661867	272.8901	0.0	-167.82617	0.552485	-2.5331975e-10	357.0277018547058
247	187.9	24.250566	200.0	136.0	187.9	61.006813	19.14808	87.000465	12.722229	496000	-0.015816582	403.72714	0.0	-171.44244	0.5461867	2.9802324e-11	358.46573138237
248	198.0	6.0	200.0	180.0	198.0	56.79238	18.100277	83.1388	4.1035967	498000	-0.0032058125	262.60184	0.0	-113.65863	0.5467145	-1.0430813e-10	360.0077245235443
249	192.6	16.438978	200.0	147.0	192.6	62.53418	15.442772	82.43276	20.99543	500000	-0.00038232043	258.4364	0.0	-135.80661	0.5516575	2.8163196e-09	361.43417716026306
250	195.4	13.799999	200.0	154.0	195.4	52.84116	23.409613	81.84794	-4.1015806	502000	-0.00015449048	270.07474	0.0	-115.136475	0.54885197	-1.6987325e-09	362.8545660972595
251	200.0	0.0	200.0	200.0	200.0	55.538242	19.215101	81.7997	13.434581	504000	0.00061412813	251.04129	0.0	-113.74982	0.5486117	-1.1324883e-09	364.2853057384491
252	197.1	8.7	200.0	171.0	197.1	57.882984	18.908674	84.16618	11.064554	506000	0.0036401933	297.2927	0.0	-65.87718	0.5466711	1.1771918e-09	365.93673634529114
253	180.6	43.927666	200.0	52.0	180.6	60.397884	19.810186	82.347244	5.1920586	508000	-0.019085543	427.99304	0.0	-121.81912	0.5510933	1.0877849e-09	367.3578259944916
254	198.2	5.4000006	200.0	182.0	198.2	55.55957	18.204586	84.07685	-2.3744752	510000	-0.010541169	294.0467	0.0	-126.336044	0.5476901	-1.9520523e-09	368.76295924186707
255	195.9	12.3	200.0	159.0	195.9	59.1259	18.878262	84.7051	3.0548253	512000	0.00257667	298.71304	0.0	-162.76079	0.5540483	1.0430813e-10	370.16845417022705
256	200.0	0.0	200.0	200.0	200.0	58.67823	20.13703	84.30146	8.957691	514000	-0.007858048	388.7725	0.0	-190.4213	0.55491817	-1.937151e-10	371.6232690811157
257	197.7	6.8999996	200.0	177.0	197.7	55.15153	20.013086	84.17188	4.4860086	516000	-0.00943235	250.29324	0.0	-64.07121	0.5465232	-1.7583371e-09	373.15292096138
258	200.0	0.0	200.0	200.0	200.0	57.52182	17.204353	84.47296	18.803816	518000	-0.008291086	229.9514	0.0	-116.43637	0.551005	-1.1026859e-09	374.5815796852112
259	184.7	26.099998	200.0	134.0	184.7	57.242798	19.306168	86.02713	15.8909645	520000	0.00035443116	276.80927	0.0	-133.35274	0.5435709	-2.0563604e-09	376.00214433670044
260	195.0	15.0	200.0	150.0	195.0	64.377754	17.482206	85.30556	6.659457	522000	-0.006868728	346.10352	0.0	-202.69333	0.554549	-1.4752151e-09	377.4595060348511
261	194.3	17.1	200.0	143.0	194.3	50.846268	19.519926	84.455185	11.515003	524000	-0.01685941	363.5832	0.0	-221.53569	0.5499662	1.1026859e-09	378.92267990112305
262	196.2	9.568699	200.0	168.0	196.2	56.093765	20.226992	84.84655	5.6033726	526000	-0.03020552	162.37413	0.0	-71.24059	0.545354	-3.5762787e-10	380.42086958885193
263	188.9	18.549664	200.0	138.0	188.9	53.016304	22.380651	85.214775	7.9936123	528000	-0.007851773	220.7817	0.0	-116.15622	0.54798806	-8.195639e-10	381.8909339904785
264	199.1	2.7000003	200.0	191.0	199.1	60.07239	17.793304	83.821846	13.109064	530000	-0.004298664	204.05138	0.0	-90.24584	0.54729396	1.6391279e-10	383.38389253616333
265	200.0	0.0	200.0	200.0	200.0	54.895092	21.330687	84.82327	13.684744	532000	-0.013773124	275.87238	0.0	-139.12636	0.54688346	1.0728837e-09	385.11752438545227
